Unnamed: 0,checking_balance,months_loan_duration,credit_history,amount,savings_balance,installment_rate,personal_status,other_debtors,property,age,installment_plan,housing,existing_credits,default,dependents,foreign_worker,job,gender,residence_history_months,employment_length_months,telephone_flag,purpose_grouped,employment_stable,employment_risk,residence_stable,residence_risk,stability_score
544,0.0,12,critical,1255,4.0,4,single,none,real estate,61,none,own,2,0,1,yes,unskilled resident,male,96,120,0,car (new),1,0,1,0,110.4
545,-8.0,24,delayed,1333,38.0,4,single,none,real estate,43,none,for free,2,1,2,yes,skilled employee,male,6,0,0,car (new),0,1,0,0,2.4000000000000004
546,0.0,24,critical,2022,80.0,4,single,none,other,37,none,own,1,0,1,yes,skilled employee,female,96,30,1,car (new),1,0,1,0,56.400000000000006
547,0.0,24,repaid,1552,76.0,3,single,none,other,32,bank,own,1,0,2,yes,skilled employee,male,6,66,0,radio/tv,1,0,0,0,42.0
548,-27.0,12,fully repaid this bank,626,46.0,4,single,none,real estate,24,bank,own,1,1,1,yes,unskilled resident,female,96,30,0,radio/tv,1,0,1,0,56.400000000000006
549,0.0,48,critical,8858,0.0,2,single,none,other,35,none,for free,2,0,1,yes,skilled employee,male,6,30,1,car (used),1,0,0,0,20.4
550,0.0,12,critical,996,0.0,4,single,none,real estate,23,none,own,2,0,1,yes,skilled employee,female,96,66,0,repairs,1,0,1,0,78.0
551,0.0,6,fully repaid this bank,1750,516.0,2,single,none,building society savings,45,bank,own,1,0,2,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
552,-33.0,48,repaid,6999,51.0,1,married,guarantor,real estate,34,none,own,2,1,1,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
553,94.0,12,critical,1995,483.0,4,single,none,other,27,none,own,1,0,1,yes,skilled employee,male,6,6,0,car (new),0,0,0,0,6.0
554,138.0,9,repaid,1199,37.0,4,single,none,building society savings,67,none,own,2,0,1,yes,mangement self-employed,female,96,66,1,education,1,0,1,0,78.0
555,102.0,12,repaid,1331,50.0,2,single,none,other,22,stores,own,1,1,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
556,33.0,18,fully repaid,2278,406.0,3,single,none,other,28,none,own,2,1,1,yes,skilled employee,female,24,6,0,car (new),0,0,1,0,13.200000000000001
557,0.0,21,fully repaid,5003,0.0,1,single,none,building society savings,29,bank,own,2,1,1,yes,skilled employee,female,96,30,1,car (new),1,0,1,0,56.400000000000006
558,-5.0,24,fully repaid this bank,3552,50.0,3,single,none,other,27,bank,own,1,1,1,yes,skilled employee,male,96,66,0,furniture,1,0,1,0,78.0
559,115.0,18,critical,1928,80.0,2,single,none,real estate,31,none,own,2,1,1,yes,unskilled resident,male,6,6,0,furniture,0,0,0,0,6.0
560,-22.0,24,repaid,2964,0.0,4,single,none,other,49,bank,for free,1,0,2,yes,skilled employee,male,96,120,1,car (used),1,0,1,0,110.4
561,-1.0,24,fully repaid this bank,1546,22.0,4,single,guarantor,other,24,bank,rent,1,1,1,yes,unskilled resident,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
562,376.0,6,delayed,683,32.0,2,single,none,building society savings,29,bank,own,1,0,1,yes,skilled employee,female,6,6,0,radio/tv,0,0,0,0,6.0
563,82.0,36,repaid,12389,0.0,1,single,none,other,37,none,for free,1,1,1,yes,skilled employee,male,60,30,1,car (new),1,0,1,0,42.0
564,85.0,24,delayed,4712,0.0,4,single,none,building society savings,37,bank,own,2,0,1,yes,mangement self-employed,male,6,30,1,business,1,0,0,0,20.4
565,150.0,24,delayed,1553,205.0,3,single,none,building society savings,23,none,rent,2,0,1,yes,skilled employee,female,6,30,1,radio/tv,1,0,0,0,20.4
566,-2.0,12,repaid,1372,52.0,2,divorced,none,other,36,none,own,1,1,1,yes,skilled employee,male,60,66,0,car (new),1,0,1,0,63.6
567,0.0,24,critical,2578,19342.0,2,single,none,other,34,none,own,1,0,1,yes,skilled employee,male,6,120,0,radio/tv,1,0,0,0,74.4
568,38.0,48,repaid,3979,0.0,4,single,none,other,41,none,own,2,0,2,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
569,-13.0,48,repaid,6758,14.0,3,single,none,other,31,none,own,1,1,1,yes,skilled employee,female,6,30,1,radio/tv,1,0,0,0,20.4
570,-2.0,24,repaid,3234,74.0,4,single,none,real estate,23,none,rent,1,1,1,yes,unskilled resident,female,96,0,1,furniture,0,1,1,0,38.400000000000006
571,0.0,30,critical,5954,15.0,3,single,co-applicant,other,38,none,own,1,0,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
572,0.0,24,repaid,5433,0.0,2,single,none,building society savings,26,none,rent,1,0,1,yes,mangement self-employed,female,60,0,1,car (used),0,1,1,0,24.0
573,-6.0,15,repaid,806,95.0,4,single,none,building society savings,22,none,own,1,0,1,yes,unskilled resident,female,96,30,0,business,1,0,1,0,56.400000000000006
574,181.0,9,repaid,1082,19.0,4,single,none,other,27,none,own,2,0,1,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
575,0.0,15,critical,2788,97.0,2,single,co-applicant,other,24,bank,own,2,0,1,yes,skilled employee,female,60,30,0,furniture,1,0,1,0,42.0
576,102.0,12,repaid,2930,36.0,2,single,none,real estate,27,none,own,1,0,1,yes,skilled employee,female,6,66,0,radio/tv,1,0,0,0,42.0
577,0.0,24,critical,1927,0.0,3,single,none,other,33,none,own,2,0,1,yes,skilled employee,female,6,30,1,education,1,0,0,0,20.4
578,140.0,36,critical,2820,11.0,4,divorced,none,other,27,none,own,2,1,1,yes,skilled employee,male,96,6,0,car (new),0,0,1,0,42.00000000000001
579,0.0,24,repaid,937,1.0,4,married,none,other,27,none,own,2,0,1,yes,unskilled resident,male,24,6,0,others,0,0,1,0,13.200000000000001
580,79.0,18,critical,1056,90.0,3,single,guarantor,real estate,30,bank,own,2,1,1,yes,skilled employee,male,60,120,0,car (new),1,0,1,0,96.0
581,76.0,12,critical,3124,6.0,1,single,none,real estate,49,bank,own,2,0,2,yes,unskilled resident,male,24,6,0,car (new),0,0,1,0,13.200000000000001
582,0.0,9,repaid,1388,30.0,4,single,none,real estate,26,none,rent,1,0,1,yes,skilled employee,female,6,30,0,furniture,1,0,0,0,20.4
583,196.0,36,repaid,2384,47.0,4,single,none,other,33,none,rent,1,1,1,yes,unskilled resident,male,6,6,0,repairs,0,0,0,0,6.0
584,0.0,12,repaid,2133,0.0,4,single,none,other,52,none,for free,1,0,1,yes,mangement self-employed,female,96,120,1,car (new),1,0,1,0,110.4
585,-41.0,18,repaid,2039,0.0,1,single,none,real estate,20,bank,rent,1,1,1,yes,skilled employee,female,96,30,0,furniture,1,0,1,0,56.400000000000006
586,-24.0,9,critical,2799,31.0,2,single,none,real estate,36,none,rent,2,0,2,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
587,-38.0,12,repaid,1289,92.0,4,single,guarantor,building society savings,21,none,own,1,0,1,yes,unskilled resident,male,6,30,0,furniture,1,0,0,0,20.4
588,-31.0,18,repaid,1217,1.0,4,married,none,real estate,47,none,own,1,1,1,yes,unskilled resident,male,24,30,1,others,1,0,1,0,27.6
589,-6.0,12,critical,2246,17.0,3,single,none,building society savings,60,none,own,2,1,1,yes,skilled employee,male,60,120,0,furniture,1,0,1,0,96.0
590,-21.0,12,critical,385,60.0,4,single,none,real estate,58,none,own,4,0,1,yes,unskilled resident,female,24,66,1,radio/tv,1,0,1,0,49.2
591,14.0,24,delayed,1965,0.0,4,single,none,other,42,none,rent,2,0,1,yes,skilled employee,female,96,30,1,car (new),1,0,1,0,56.400000000000006
592,0.0,21,repaid,1572,19485.0,4,single,none,real estate,36,bank,own,1,0,1,yes,unskilled resident,female,96,66,0,business,1,0,1,0,78.0
593,131.0,24,repaid,2718,53.0,3,single,none,building society savings,20,none,rent,1,1,1,yes,unskilled resident,female,96,30,1,car (new),1,0,1,0,56.400000000000006
594,-8.0,24,fully repaid this bank,1358,0.0,4,single,none,other,40,stores,own,1,1,1,yes,mangement self-employed,male,60,120,1,others,1,0,1,0,96.0
595,16.0,6,fully repaid this bank,931,213.0,1,single,none,building society savings,32,stores,own,1,1,1,yes,unskilled resident,female,6,6,0,car (new),0,0,0,0,6.0
596,-11.0,24,repaid,1442,89.0,4,single,none,other,23,none,rent,2,1,1,yes,skilled employee,female,96,66,0,car (new),1,0,1,0,78.0
597,71.0,24,fully repaid,4241,24.0,1,single,none,real estate,36,none,own,3,1,1,yes,unskilled resident,male,96,30,1,business,1,0,1,0,56.400000000000006
598,0.0,18,critical,2775,13.0,2,single,none,building society savings,31,bank,own,2,1,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
599,0.0,24,delayed,3863,98.0,1,single,none,other,32,none,for free,1,0,1,yes,skilled employee,male,6,30,0,business,1,0,0,0,20.4
600,5.0,7,repaid,2329,82.0,1,single,guarantor,real estate,45,none,own,1,0,1,yes,skilled employee,female,6,6,0,radio/tv,0,0,0,0,6.0
601,177.0,9,repaid,918,86.0,4,single,none,building society savings,30,none,own,1,1,1,yes,skilled employee,female,6,30,0,furniture,1,0,0,0,20.4
602,187.0,24,fully repaid this bank,1837,89.0,4,single,none,other,34,bank,for free,1,1,1,yes,unskilled resident,female,96,66,0,education,1,0,1,0,78.0
603,0.0,36,repaid,3349,0.0,4,single,none,other,28,none,own,1,1,1,yes,mangement self-employed,female,6,30,1,furniture,1,0,0,0,20.4
604,553.0,10,repaid,1275,42.0,4,single,none,building society savings,23,none,own,1,0,1,yes,skilled employee,female,6,0,0,furniture,0,1,0,0,2.4000000000000004
605,-42.0,24,fully repaid this bank,2828,557.0,4,single,none,real estate,22,stores,own,1,0,1,yes,skilled employee,male,96,30,1,furniture,1,0,1,0,56.400000000000006
606,0.0,24,critical,4526,60.0,3,single,none,real estate,74,none,own,1,0,1,yes,mangement self-employed,male,6,30,1,business,1,0,0,0,20.4
607,70.0,36,repaid,2671,241.0,4,single,co-applicant,other,50,none,for free,1,1,1,yes,skilled employee,female,60,30,0,radio/tv,1,0,1,0,42.0
608,0.0,18,repaid,2051,0.0,4,single,none,real estate,33,none,own,1,0,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
609,0.0,15,repaid,1300,0.0,4,single,none,other,45,bank,for free,1,0,2,yes,skilled employee,male,96,120,0,car (used),1,0,1,0,110.4
610,-23.0,12,repaid,741,408.0,4,single,none,building society savings,22,none,own,1,1,1,yes,skilled employee,female,24,0,0,others,0,1,1,0,9.600000000000001
611,222.0,10,repaid,1240,478.0,1,single,none,other,48,none,for free,1,1,2,yes,unskilled resident,female,96,120,0,car (new),1,0,1,0,110.4
612,-48.0,21,repaid,3357,3138.0,4,single,none,other,29,bank,own,1,0,1,yes,skilled employee,female,6,6,0,radio/tv,0,0,0,0,6.0
613,-18.0,24,fully repaid this bank,3632,57.0,1,single,guarantor,other,22,bank,rent,1,0,1,no,skilled employee,female,96,30,0,car (used),1,0,1,0,56.400000000000006
614,0.0,18,delayed,1808,3.0,4,single,none,real estate,22,none,own,1,1,1,yes,skilled employee,female,6,66,0,furniture,1,0,0,0,42.0
615,179.0,48,fully repaid,12204,0.0,2,single,none,other,48,bank,own,1,0,1,yes,mangement self-employed,male,6,30,1,business,1,0,0,0,20.4
616,168.0,60,delayed,9157,0.0,2,single,none,other,27,none,for free,1,0,1,yes,mangement self-employed,male,6,30,0,radio/tv,1,0,0,0,20.4
617,-37.0,6,critical,3676,5.0,1,single,none,real estate,37,none,rent,3,0,2,yes,skilled employee,male,24,30,0,car (new),1,0,1,0,27.6
618,94.0,30,repaid,3441,315.0,2,single,co-applicant,other,21,none,rent,1,1,1,yes,skilled employee,female,96,30,0,furniture,1,0,1,0,56.400000000000006
619,0.0,12,repaid,640,88.0,4,divorced,none,real estate,49,none,own,1,0,1,yes,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
620,137.0,21,critical,3652,49.0,2,single,none,building society savings,27,none,own,2,0,1,yes,skilled employee,male,24,30,0,business,1,0,1,0,27.6
621,0.0,18,critical,1530,60.0,3,single,none,building society savings,32,bank,own,2,1,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
622,0.0,48,repaid,3914,0.0,4,divorced,none,real estate,38,bank,own,1,1,1,yes,skilled employee,male,6,30,0,business,1,0,0,0,20.4
623,-19.0,12,repaid,1858,35.0,4,single,none,other,22,none,rent,1,0,1,yes,skilled employee,female,6,6,0,furniture,0,0,0,0,6.0
624,-27.0,18,repaid,2600,47.0,4,single,none,other,65,none,for free,2,1,1,yes,skilled employee,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
625,0.0,15,repaid,1979,0.0,4,single,none,other,35,none,own,1,0,1,yes,skilled employee,male,6,120,0,radio/tv,1,0,0,0,74.4
626,926.0,6,repaid,2116,34.0,2,single,none,real estate,41,none,own,1,0,1,yes,skilled employee,male,6,30,1,furniture,1,0,0,0,20.4
627,73.0,9,fully repaid this bank,1437,473.0,2,single,none,other,29,none,own,1,1,1,yes,skilled employee,male,60,66,0,car (new),1,0,1,0,63.6
628,0.0,42,critical,4042,806.0,4,single,none,real estate,36,none,own,2,0,1,yes,skilled employee,male,96,30,1,furniture,1,0,1,0,56.400000000000006
629,0.0,9,repaid,3832,0.0,1,single,none,real estate,64,none,own,1,0,1,yes,unskilled resident,male,96,120,0,education,1,0,1,0,110.4
630,-19.0,24,repaid,3660,29.0,2,single,none,other,28,none,own,1,0,1,yes,skilled employee,female,96,30,0,radio/tv,1,0,1,0,56.400000000000006
631,-39.0,18,fully repaid this bank,1553,29.0,4,single,none,other,44,bank,own,1,1,1,yes,skilled employee,male,24,30,0,furniture,1,0,1,0,27.6
632,85.0,15,repaid,1444,0.0,4,single,none,building society savings,23,none,own,1,0,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
633,0.0,9,repaid,1980,31.0,2,single,co-applicant,other,19,none,rent,2,1,1,yes,skilled employee,female,6,6,0,furniture,0,0,0,0,6.0
634,51.0,24,repaid,1355,56.0,3,single,none,other,25,none,own,1,1,1,yes,unskilled resident,female,96,6,1,car (new),0,0,1,0,42.00000000000001
635,0.0,12,repaid,1393,60.0,4,single,none,building society savings,47,bank,own,3,0,2,yes,skilled employee,male,96,66,1,education,1,0,1,0,78.0
636,0.0,24,repaid,1376,719.0,4,single,none,other,28,none,own,1,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
637,0.0,60,delayed,15653,6.0,2,single,none,other,21,none,own,2,0,1,yes,skilled employee,male,96,66,1,radio/tv,1,0,1,0,78.0
638,0.0,12,repaid,1493,89.0,4,single,none,other,34,none,own,1,0,2,yes,skilled employee,female,24,6,0,radio/tv,0,0,1,0,13.200000000000001
639,-12.0,42,delayed,4370,1.0,3,single,none,building society savings,26,bank,own,2,1,2,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
640,-30.0,18,repaid,750,33.0,4,single,none,real estate,27,none,own,1,1,1,yes,unemployed non-resident,female,6,0,0,education,0,1,0,0,2.4000000000000004
641,120.0,15,repaid,1308,15.0,4,single,none,other,38,none,own,2,0,1,yes,unskilled resident,male,96,120,0,repairs,1,0,1,0,110.4
642,0.0,15,repaid,4623,413.0,3,single,none,building society savings,40,none,own,1,1,1,yes,mangement self-employed,male,6,30,1,education,1,0,0,0,20.4
643,0.0,24,critical,1851,27.0,4,married,guarantor,other,33,none,own,2,0,1,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
644,-36.0,18,critical,1880,25.0,4,married,none,building society savings,32,none,own,2,0,1,yes,mangement self-employed,male,6,66,1,radio/tv,1,0,0,0,42.0
645,0.0,36,delayed,7980,0.0,4,single,none,other,27,none,rent,2,1,1,yes,skilled employee,male,96,6,1,business,0,0,1,0,42.00000000000001
646,-36.0,30,fully repaid,4583,99.0,2,divorced,guarantor,real estate,32,none,own,2,0,1,yes,skilled employee,male,6,30,0,furniture,1,0,0,0,20.4
647,0.0,12,repaid,1386,730.0,2,single,none,building society savings,26,none,own,1,1,1,yes,skilled employee,female,6,30,0,car (new),1,0,0,0,20.4
648,389.0,24,repaid,947,25.0,4,single,none,other,38,bank,for free,1,1,2,yes,skilled employee,male,60,66,0,car (new),1,0,1,0,63.6
649,-42.0,12,repaid,684,80.0,4,single,none,other,40,none,rent,1,1,2,yes,unskilled resident,male,96,30,0,education,1,0,1,0,56.400000000000006
650,-9.0,48,repaid,7476,55.0,4,single,none,other,50,none,for free,1,0,1,yes,mangement self-employed,male,6,66,1,education,1,0,0,0,42.0
651,180.0,12,repaid,1922,39.0,4,single,none,building society savings,37,none,own,1,1,1,yes,unskilled resident,male,6,30,0,furniture,1,0,0,0,20.4
652,-35.0,24,repaid,2303,5.0,4,single,co-applicant,real estate,45,none,own,1,1,1,yes,skilled employee,male,6,120,0,car (new),1,0,0,0,74.4
653,90.0,36,delayed,8086,440.0,2,single,none,other,42,none,own,4,1,1,yes,mangement self-employed,male,96,120,1,car (new),1,0,1,0,110.4
654,0.0,24,critical,2346,53.0,4,single,none,other,35,none,own,2,0,1,yes,skilled employee,male,24,30,1,car (used),1,0,1,0,27.6
655,-49.0,14,repaid,3973,16.0,1,single,none,other,22,none,for free,1,0,1,yes,skilled employee,male,96,0,0,car (new),0,1,1,0,38.400000000000006
656,104.0,12,repaid,888,17.0,4,single,none,other,41,bank,own,1,1,2,yes,unskilled resident,male,60,120,0,car (new),1,0,1,0,96.0
657,0.0,48,repaid,10222,0.0,4,single,none,other,37,stores,own,1,0,1,yes,skilled employee,male,24,66,1,radio/tv,1,0,1,0,49.2
658,68.0,30,fully repaid,4221,17.0,2,single,none,other,28,none,own,2,0,1,yes,skilled employee,female,6,30,0,business,1,0,0,0,20.4
659,30.0,18,critical,6361,81.0,2,single,none,other,41,none,own,1,0,1,yes,skilled employee,male,6,120,1,furniture,1,0,0,0,74.4
660,925.0,12,repaid,1297,11.0,3,married,none,real estate,23,none,rent,1,0,1,yes,skilled employee,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
661,-12.0,12,repaid,900,0.0,4,married,none,other,23,none,own,1,1,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
662,0.0,21,repaid,2241,18.0,4,single,none,real estate,50,none,own,2,0,1,yes,skilled employee,male,6,120,0,furniture,1,0,0,0,74.4
663,65.0,6,delayed,1050,48.0,4,single,none,building society savings,35,stores,own,2,0,1,yes,mangement self-employed,male,6,0,1,furniture,0,1,0,0,2.4000000000000004
664,975.0,6,critical,1047,84.0,2,single,none,building society savings,50,none,own,1,0,1,yes,unskilled resident,female,96,30,0,education,1,0,1,0,56.400000000000006
665,0.0,24,critical,6314,77.0,4,single,co-applicant,other,27,bank,own,2,0,1,yes,mangement self-employed,male,6,0,1,others,0,1,0,0,2.4000000000000004
666,15.0,30,fully repaid this bank,3496,6088.0,4,single,none,other,34,stores,own,1,0,2,yes,skilled employee,male,6,30,1,furniture,1,0,0,0,20.4
667,0.0,48,fully repaid this bank,3609,39.0,1,single,none,real estate,27,stores,own,1,0,1,yes,skilled employee,female,6,30,0,business,1,0,0,0,20.4
668,-31.0,12,critical,4843,73.0,3,single,co-applicant,building society savings,43,none,rent,2,1,1,yes,skilled employee,male,96,120,1,car (new),1,0,1,0,110.4
669,276.0,30,critical,3017,60.0,4,single,none,building society savings,47,none,own,1,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
670,0.0,24,critical,4139,316.0,3,single,none,building society savings,27,none,own,2,0,1,yes,unskilled resident,male,60,30,1,business,1,0,1,0,42.0
671,0.0,36,repaid,5742,111.0,2,single,none,other,31,none,own,2,0,1,yes,skilled employee,male,6,66,1,business,1,0,0,0,42.0
672,0.0,60,repaid,10366,43.0,2,single,none,building society savings,42,none,own,1,0,1,yes,mangement self-employed,male,96,120,1,car (new),1,0,1,0,110.4
673,0.0,6,critical,2080,597.0,1,married,none,other,24,none,own,1,0,1,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
674,0.0,21,delayed,2580,562.0,4,single,none,real estate,41,bank,own,1,1,2,yes,unskilled resident,male,6,6,0,business,0,0,0,0,6.0
675,0.0,30,critical,4530,19.0,4,single,none,other,26,none,rent,1,0,1,yes,mangement self-employed,female,96,66,1,radio/tv,1,0,1,0,78.0
676,0.0,24,critical,5150,53.0,4,single,none,other,33,none,own,1,0,1,yes,skilled employee,male,96,120,1,furniture,1,0,1,0,110.4
677,48.0,72,repaid,5595,486.0,2,married,none,other,24,none,own,1,1,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
678,-11.0,24,repaid,2384,61.0,4,single,none,real estate,64,bank,rent,1,0,1,yes,unskilled resident,male,96,120,0,radio/tv,1,0,1,0,110.4
679,0.0,18,repaid,1453,22.0,3,single,none,real estate,26,none,own,1,0,1,yes,skilled employee,female,6,6,0,radio/tv,0,0,0,0,6.0
680,0.0,6,repaid,1538,69.0,1,single,none,other,56,none,own,1,0,1,yes,skilled employee,female,6,6,0,education,0,0,0,0,6.0
681,0.0,12,repaid,2279,0.0,4,single,none,other,37,none,for free,1,0,1,yes,skilled employee,male,96,30,1,radio/tv,1,0,1,0,56.400000000000006
682,0.0,15,delayed,1478,48.0,4,married,none,real estate,33,bank,own,2,0,1,yes,skilled employee,male,24,30,0,radio/tv,1,0,1,0,27.6
683,0.0,24,critical,5103,10.0,3,married,none,other,47,none,for free,3,0,1,yes,skilled employee,male,24,6,1,radio/tv,0,0,1,0,13.200000000000001
684,42.0,36,delayed,9857,371.0,1,single,none,building society savings,31,none,own,2,0,2,yes,unskilled resident,male,24,66,1,business,1,0,1,0,49.2
685,0.0,60,repaid,6527,0.0,4,single,none,other,34,none,for free,1,0,2,yes,skilled employee,male,96,30,1,car (new),1,0,1,0,56.400000000000006
686,992.0,10,critical,1347,0.0,4,single,none,building society savings,27,none,own,2,0,1,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
687,45.0,36,delayed,2862,253.0,4,single,none,other,30,none,for free,1,0,1,yes,skilled employee,male,24,120,0,car (new),1,0,1,0,81.6
688,0.0,9,repaid,2753,426.0,3,single,co-applicant,other,35,none,own,1,0,1,yes,skilled employee,male,96,66,1,radio/tv,1,0,1,0,78.0
689,-16.0,12,repaid,3651,19970.0,1,single,none,building society savings,31,none,own,1,0,2,yes,skilled employee,male,60,30,0,car (new),1,0,1,0,42.0
690,-14.0,15,critical,975,10.0,2,divorced,none,building society savings,25,none,own,2,0,1,yes,skilled employee,male,24,30,0,furniture,1,0,1,0,27.6
691,68.0,15,repaid,2631,463.0,3,single,none,real estate,25,none,own,1,0,1,yes,unskilled resident,female,6,30,0,repairs,1,0,0,0,20.4
692,51.0,24,repaid,2896,481.0,2,single,none,other,29,none,own,1,0,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
693,-15.0,6,critical,4716,0.0,1,single,none,real estate,44,none,own,2,0,2,yes,unskilled resident,male,24,6,0,car (new),0,0,1,0,13.200000000000001
694,0.0,24,repaid,2284,57.0,4,single,none,other,28,none,own,1,0,1,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
695,0.0,6,repaid,1236,661.0,2,single,none,building society savings,50,none,rent,1,0,1,yes,skilled employee,male,96,30,0,car (used),1,0,1,0,56.400000000000006
696,151.0,12,repaid,1103,92.0,4,single,guarantor,real estate,29,none,own,2,0,1,no,skilled employee,male,24,66,0,radio/tv,1,0,1,0,49.2
697,0.0,12,critical,926,52.0,1,single,none,building society savings,38,none,own,1,0,1,yes,unemployed non-resident,female,6,0,0,car (new),0,1,0,0,2.4000000000000004
698,0.0,18,critical,1800,85.0,4,single,none,other,24,none,own,2,0,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
699,746.0,15,repaid,1905,77.0,4,single,none,other,40,none,rent,1,0,1,yes,mangement self-employed,male,96,120,1,education,1,0,1,0,110.4
700,0.0,12,repaid,1123,993.0,4,single,none,other,29,none,rent,1,1,1,yes,unskilled resident,female,96,30,0,furniture,1,0,1,0,56.400000000000006
701,-7.0,48,critical,6331,38.0,4,single,none,other,46,none,for free,2,1,1,yes,skilled employee,male,96,120,1,car (used),1,0,1,0,110.4
702,539.0,24,repaid,1377,144.0,4,single,none,other,47,none,for free,1,0,1,yes,skilled employee,female,6,120,1,radio/tv,1,0,0,0,74.4
703,175.0,30,delayed,2503,283.0,4,single,none,building society savings,41,stores,own,2,0,1,yes,skilled employee,male,6,120,0,business,1,0,0,0,74.4
704,91.0,27,repaid,2528,97.0,4,single,none,building society savings,32,none,own,1,0,2,yes,skilled employee,female,6,6,1,business,0,0,0,0,6.0
705,0.0,15,repaid,5324,996.0,1,single,none,other,35,none,for free,1,0,1,yes,skilled employee,female,96,120,0,car (new),1,0,1,0,110.4
706,8.0,48,repaid,6560,102.0,3,single,none,building society savings,24,none,own,1,1,1,yes,skilled employee,male,6,66,0,car (new),1,0,0,0,42.0
707,78.0,12,fully repaid,2969,98.0,4,single,none,building society savings,25,none,rent,2,1,1,yes,skilled employee,female,24,6,0,furniture,0,0,1,0,13.200000000000001
708,12.0,9,repaid,1206,54.0,4,single,none,real estate,25,none,own,1,0,1,yes,skilled employee,female,96,120,0,radio/tv,1,0,1,0,110.4
709,78.0,9,repaid,2118,4.0,2,single,none,real estate,37,none,own,1,0,2,yes,unskilled resident,male,6,30,0,radio/tv,1,0,0,0,20.4
710,0.0,18,critical,629,922.0,4,single,none,building society savings,32,bank,own,2,0,1,yes,mangement self-employed,male,60,66,1,radio/tv,1,0,1,0,63.6
711,-44.0,6,fully repaid this bank,1198,80.0,4,single,none,other,35,none,for free,1,1,1,yes,skilled employee,female,96,120,0,education,1,0,1,0,110.4
712,0.0,21,repaid,2476,0.0,4,single,none,real estate,46,none,own,1,0,1,yes,mangement self-employed,male,96,120,1,car (used),1,0,1,0,110.4
713,-43.0,9,critical,1138,35.0,4,single,none,real estate,25,none,own,2,0,1,yes,unskilled resident,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
714,190.0,60,repaid,14027,53.0,4,single,none,other,27,none,own,1,1,1,yes,mangement self-employed,male,6,66,1,car (new),1,0,0,0,42.0
715,0.0,30,critical,7596,0.0,1,single,none,other,63,none,own,2,0,1,yes,skilled employee,male,96,120,0,car (used),1,0,1,0,110.4
716,0.0,30,critical,3077,0.0,3,single,none,other,40,none,own,2,0,2,yes,skilled employee,male,6,66,1,radio/tv,1,0,0,0,42.0
717,0.0,18,repaid,1505,0.0,4,single,none,other,32,none,for free,1,0,1,yes,mangement self-employed,male,6,30,1,radio/tv,1,0,0,0,20.4
718,935.0,24,critical,3148,0.0,3,single,none,other,31,none,own,2,0,1,yes,skilled employee,male,6,30,1,radio/tv,1,0,0,0,20.4
719,41.0,20,fully repaid,6148,122.0,3,married,none,other,31,bank,own,2,0,1,yes,skilled employee,male,96,120,1,car (used),1,0,1,0,110.4
720,743.0,9,fully repaid,1337,62.0,4,single,none,other,34,none,own,2,1,1,yes,mangement self-employed,male,6,6,1,radio/tv,0,0,0,0,6.0
721,78.0,6,fully repaid this bank,433,18319.0,4,single,none,building society savings,24,bank,rent,1,1,2,yes,skilled employee,female,6,6,0,education,0,0,0,0,6.0
722,-25.0,12,repaid,1228,23.0,4,single,none,real estate,24,none,own,1,1,1,yes,unskilled resident,female,6,30,0,car (new),1,0,0,0,20.4
723,9.0,9,repaid,790,534.0,4,single,none,real estate,66,none,own,1,0,1,yes,unskilled resident,female,24,30,0,radio/tv,1,0,1,0,27.6
724,0.0,27,repaid,2570,13.0,3,single,none,real estate,21,none,rent,1,1,1,yes,skilled employee,female,60,30,0,car (new),1,0,1,0,42.0
